Prompt,Entities
"Allow access for IP ""207.127.68.208"" from ""242.10.109.135"" source and ""WAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""207.127.68.208"", ""242.10.109.135""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""20.234.73.154"" from ""224.65.101.128"" source and ""LAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""20.234.73.154"", ""224.65.101.128""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""197.36.110.165"" from ""21.253.183.4"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""197.36.110.165"", ""21.253.183.4""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""12.61.148.153"" from ""227.80.120.241"" source and ""LAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""12.61.148.153"", ""227.80.120.241""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""213.215.209.167"" from ""8.18.224.206"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""213.215.209.167"", ""8.18.224.206""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""162.234.144.111"" from ""135.112.253.16"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""162.234.144.111"", ""135.112.253.16""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""126.99.109.224"" from ""123.216.60.6"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""126.99.109.224"", ""123.216.60.6""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""112.138.183.86"" from ""206.184.33.116"" source and ""LAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""112.138.183.86"", ""206.184.33.116""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""115.134.87.136"" from ""11.71.48.254"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""115.134.87.136"", ""11.71.48.254""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""153.36.16.254"" from ""148.81.230.174"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""153.36.16.254"", ""148.81.230.174""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""86.208.69.202"" from ""225.174.195.146"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""86.208.69.202"", ""225.174.195.146""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""144.50.79.126"" from ""250.221.140.210"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""144.50.79.126"", ""250.221.140.210""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""55.41.183.212"" from ""16.51.177.249"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""55.41.183.212"", ""16.51.177.249""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""174.123.5.74"" from ""182.182.37.243"" source and ""LAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""174.123.5.74"", ""182.182.37.243""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""131.141.66.184"" from ""92.179.246.252"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""131.141.66.184"", ""92.179.246.252""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""122.192.175.24"" from ""79.179.158.172"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""122.192.175.24"", ""79.179.158.172""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""99.135.99.162"" from ""71.96.152.49"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""99.135.99.162"", ""71.96.152.49""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""61.134.169.74"" from ""238.118.173.134"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""61.134.169.74"", ""238.118.173.134""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""29.134.131.177"" from ""194.166.185.227"" source and ""DMZ"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""29.134.131.177"", ""194.166.185.227""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""83.188.39.177"" from ""19.42.104.84"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""83.188.39.177"", ""19.42.104.84""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""62.93.54.176"" from ""152.40.96.155"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""62.93.54.176"", ""152.40.96.155""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""62.65.63.49"" from ""166.30.60.36"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""62.65.63.49"", ""166.30.60.36""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""238.141.66.90"" from ""215.165.56.226"" source and ""WAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""238.141.66.90"", ""215.165.56.226""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""225.80.204.46"" from ""68.126.100.171"" source and ""LAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""225.80.204.46"", ""68.126.100.171""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""30.217.159.65"" from ""227.209.216.214"" source and ""LAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""30.217.159.65"", ""227.209.216.214""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""244.244.29.215"" from ""42.171.51.80"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""244.244.29.215"", ""42.171.51.80""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""97.210.10.226"" from ""155.23.241.173"" source and ""WAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""97.210.10.226"", ""155.23.241.173""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""248.40.231.14"" from ""229.203.82.45"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""248.40.231.14"", ""229.203.82.45""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""49.211.174.249"" from ""75.96.117.216"" source and ""LAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""49.211.174.249"", ""75.96.117.216""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""75.184.175.127"" from ""153.238.170.155"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""75.184.175.127"", ""153.238.170.155""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""153.5.253.111"" from ""250.186.60.115"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""153.5.253.111"", ""250.186.60.115""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""185.1.79.68"" from ""186.80.173.52"" source and ""WAN"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""185.1.79.68"", ""186.80.173.52""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""212.46.31.39"" from ""117.3.65.145"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""212.46.31.39"", ""117.3.65.145""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""94.178.18.111"" from ""211.40.84.78"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""94.178.18.111"", ""211.40.84.78""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""116.123.100.78"" from ""197.20.2.204"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""116.123.100.78"", ""197.20.2.204""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""24.206.170.90"" from ""10.6.182.211"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""24.206.170.90"", ""10.6.182.211""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""157.85.202.111"" from ""118.46.54.111"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""157.85.202.111"", ""118.46.54.111""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""94.226.98.191"" from ""122.63.213.184"" source and ""DMZ"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""94.226.98.191"", ""122.63.213.184""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""222.251.89.129"" from ""7.196.213.111"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""222.251.89.129"", ""7.196.213.111""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""128.248.225.17"" from ""140.133.63.189"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""128.248.225.17"", ""140.133.63.189""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""148.69.197.111"" from ""230.211.5.121"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""148.69.197.111"", ""230.211.5.121""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""210.3.200.132"" from ""164.58.19.253"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""210.3.200.132"", ""164.58.19.253""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""218.130.247.46"" from ""19.96.235.17"" source and ""LAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""218.130.247.46"", ""19.96.235.17""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""110.69.127.91"" from ""28.136.159.76"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""110.69.127.91"", ""28.136.159.76""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""36.156.76.212"" from ""104.74.236.165"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""36.156.76.212"", ""104.74.236.165""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""176.97.137.35"" from ""80.54.46.248"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""176.97.137.35"", ""80.54.46.248""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""211.110.190.32"" from ""113.154.175.116"" source and ""WAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""211.110.190.32"", ""113.154.175.116""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""124.113.143.64"" from ""184.44.95.114"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""124.113.143.64"", ""184.44.95.114""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""127.153.119.33"" from ""88.166.100.14"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""127.153.119.33"", ""88.166.100.14""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""182.190.250.11"" from ""62.124.225.112"" source and ""LAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""182.190.250.11"", ""62.124.225.112""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""239.228.142.89"" from ""50.113.42.121"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""239.228.142.89"", ""50.113.42.121""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""60.124.63.98"" from ""68.30.170.19"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""60.124.63.98"", ""68.30.170.19""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""25.240.81.209"" from ""25.24.72.136"" source and ""WAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""25.240.81.209"", ""25.24.72.136""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""108.46.94.54"" from ""174.86.193.84"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""108.46.94.54"", ""174.86.193.84""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""233.200.232.25"" from ""164.88.19.236"" source and ""LAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""233.200.232.25"", ""164.88.19.236""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""227.45.146.132"" from ""144.178.41.1"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""227.45.146.132"", ""144.178.41.1""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""84.52.9.234"" from ""172.1.136.109"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""84.52.9.234"", ""172.1.136.109""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""47.125.240.69"" from ""149.80.29.124"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""47.125.240.69"", ""149.80.29.124""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""151.103.110.190"" from ""71.143.136.99"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""151.103.110.190"", ""71.143.136.99""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""15.83.123.76"" from ""184.40.9.84"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""15.83.123.76"", ""184.40.9.84""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""40.42.254.3"" from ""144.250.55.22"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""40.42.254.3"", ""144.250.55.22""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""39.176.167.8"" from ""95.197.155.51"" source and ""LAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""39.176.167.8"", ""95.197.155.51""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""117.12.4.63"" from ""26.197.24.211"" source and ""WAN"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""117.12.4.63"", ""26.197.24.211""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""32.43.225.219"" from ""255.142.204.149"" source and ""WAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""32.43.225.219"", ""255.142.204.149""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""204.193.61.52"" from ""34.195.22.170"" source and ""LAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""204.193.61.52"", ""34.195.22.170""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""39.167.83.102"" from ""104.223.93.52"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""39.167.83.102"", ""104.223.93.52""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""164.55.224.182"" from ""192.138.127.92"" source and ""LAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""164.55.224.182"", ""192.138.127.92""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""77.171.152.250"" from ""153.39.124.150"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""77.171.152.250"", ""153.39.124.150""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""218.179.114.36"" from ""63.217.177.63"" source and ""LAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""218.179.114.36"", ""63.217.177.63""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""8.104.147.225"" from ""38.122.234.233"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""8.104.147.225"", ""38.122.234.233""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""184.79.249.145"" from ""13.175.142.230"" source and ""DMZ"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""184.79.249.145"", ""13.175.142.230""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""249.234.208.221"" from ""93.236.231.10"" source and ""WAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""249.234.208.221"", ""93.236.231.10""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""31.84.61.42"" from ""91.14.96.201"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""31.84.61.42"", ""91.14.96.201""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""32.165.71.48"" from ""235.95.128.216"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""32.165.71.48"", ""235.95.128.216""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""137.172.52.119"" from ""224.23.135.6"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""137.172.52.119"", ""224.23.135.6""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""45.229.90.34"" from ""54.28.39.38"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""45.229.90.34"", ""54.28.39.38""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""222.9.181.33"" from ""166.23.97.7"" source and ""WAN"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""222.9.181.33"", ""166.23.97.7""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""191.163.92.54"" from ""232.148.71.109"" source and ""WAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""191.163.92.54"", ""232.148.71.109""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
